Date,Close,Dividends
2000-01-04,69.64903259277344,0.0
2000-01-05,71.21404266357422,0.0
2000-01-06,69.64903259277344,0.0
2000-01-07,67.69248962402344,0.0
2000-01-10,70.04019165039062,0.0
2000-01-11,68.86634063720703,0.0
2000-01-12,70.82288360595703,0.0
2000-01-13,69.64903259277344,0.0
2000-01-14,71.21404266357422,0.0
2000-01-17,73.17057800292969,0.0
2000-01-18,71.99673461914062,0.0
2000-01-19,71.99673461914062,0.0
2000-01-20,71.21404266357422,0.0
2000-01-21,72.77904510498047,0.0
2000-01-24,73.56173706054688,0.0
2000-01-25,75.51828002929688,0.0
2000-01-26,80.6048355102539,0.0
2000-01-27,81.38752746582031,0.0
2000-01-28,79.82251739501953,0.0
2000-01-31,79.43098449707031,0.0
2000-02-01,79.03982543945312,0.0
2000-02-02,79.03982543945312,0.0
2000-02-03,79.03982543945312,0.0
2000-02-04,79.03982543945312,0.0
2000-02-07,79.03982543945312,0.0
2000-02-08,79.03982543945312,0.0
2000-02-09,82.5613784790039,0.0
2000-02-10,83.7352294921875,0.0
2000-02-11,85.6917724609375,0.0
2000-02-14,83.7352294921875,0.0
2000-02-15,84.12638854980469,0.0
2000-02-16,83.34407043457031,0.0
2000-02-17,82.5613784790039,0.0
2000-02-18,81.38752746582031,0.0
2000-02-21,76.30059814453125,0.0
2000-02-22,76.30059814453125,0.0
2000-02-23,75.90943908691406,0.0
2000-02-24,76.30059814453125,0.0
2000-02-25,77.86598205566406,0.0
2000-02-28,77.86598205566406,0.0
2000-02-29,78.6482925415039,0.0
2000-03-01,80.6048355102539,0.0
2000-03-02,79.43098449707031,0.0
2000-03-03,79.43098449707031,0.0
2000-03-06,78.25714111328125,0.0
2000-03-07,77.86598205566406,0.0
2000-03-08,77.47444915771484,0.0
2000-03-09,78.25714111328125,0.0
2000-03-10,76.30059814453125,0.0
2000-03-13,71.21404266357422,0.0
2000-03-14,72.77904510498047,0.0
2000-03-15,71.6052017211914,0.0
2000-03-16,71.99673461914062,0.0
2000-03-17,74.34442901611328,0.0
